,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.0064316272735595705,0.007879273313710407,0.0004329681396484375,0.000865936279296875,0.1,lbfgs,"{'C': 0.1, 'solver': 'lbfgs'}",1.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9789473684210528,0.010526315789473674,1,1.0,0.9761600681140911,0.9717034521788342,0.9759139784946237,0.9759139784946237,0.9799382954564345,0.010168086239490915,1
1,0.0033980846405029298,0.004493140777576214,0.002053976058959961,0.0005267305430357551,0.1,liblinear,"{'C': 0.1, 'solver': 'liblinear'}",1.0,0.9473684210526315,0.9736842105263158,1.0,0.9736842105263158,0.9789473684210526,0.019692933614599704,5,1.0,0.9479717813051147,0.972632731253421,1.0,0.972632731253421,0.9786474487623913,0.019622502980426608,6
2,0.009385156631469726,0.006135042307564895,0.0013113975524902343,0.0007299573388161018,0.1,newton-cg,"{'C': 0.1, 'solver': 'newton-cg'}",1.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9789473684210528,0.010526315789473674,1,1.0,0.9761600681140911,0.9717034521788342,0.9759139784946237,0.9759139784946237,0.9799382954564345,0.010168086239490915,1
3,0.003429222106933594,0.004932153945593334,0.0014446735382080077,0.0012582617490217631,0.1,sag,"{'C': 0.1, 'solver': 'sag'}",1.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9789473684210528,0.010526315789473674,1,1.0,0.9761600681140911,0.9717034521788342,0.9759139784946237,0.9759139784946237,0.9799382954564345,0.010168086239490915,1
4,0.004007387161254883,0.006204728712509355,0.0008193492889404297,0.001179084889832989,0.1,saga,"{'C': 0.1, 'solver': 'saga'}",1.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9789473684210528,0.010526315789473674,1,1.0,0.9761600681140911,0.9717034521788342,0.9759139784946237,0.9759139784946237,0.9799382954564345,0.010168086239490915,1
5,0.006963491439819336,0.00869809892189889,0.0,0.0,1,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",1.0,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263157,0.016643566632465173,7,1.0,0.9761600681140911,0.9444444444444445,0.9759139784946237,0.9759139784946237,0.9744864939095566,0.01766544652246653,7
6,0.005494594573974609,0.006730376738466518,0.00040121078491210936,0.0008024215698242188,1,liblinear,"{'C': 1, 'solver': 'liblinear'}",1.0,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263157,0.016643566632465173,7,1.0,0.9479717813051147,0.972632731253421,0.9759139784946237,0.972632731253421,0.9738302444613162,0.016496825422140052,11
7,0.007822179794311523,0.008819744146117857,0.002807140350341797,0.004176942077378438,1,newton-cg,"{'C': 1, 'solver': 'newton-cg'}",1.0,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263157,0.016643566632465173,7,1.0,0.9761600681140911,0.9444444444444445,0.9759139784946237,0.9759139784946237,0.9744864939095566,0.01766544652246653,7
8,0.019861793518066405,0.02214607781748676,0.0038520336151123048,0.0037193705684925448,1,sag,"{'C': 1, 'solver': 'sag'}",1.0,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263157,0.016643566632465173,7,1.0,0.9761600681140911,0.9444444444444445,0.9759139784946237,0.9759139784946237,0.9744864939095566,0.01766544652246653,7
9,0.006863784790039062,0.007004459806653665,0.006420278549194336,0.007900565248032955,1,saga,"{'C': 1, 'solver': 'saga'}",1.0,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9736842105263157,0.016643566632465173,7,1.0,0.9761600681140911,0.9444444444444445,0.9759139784946237,0.9759139784946237,0.9744864939095566,0.01766544652246653,7
